density,num_nodes,num_edges,total_passes,max_degree_centrality,avg_degree_centrality,std_degree_centrality,max_betweenness,avg_betweenness,gini_betweenness,max_pagerank,std_pagerank,avg_clustering,reciprocity,avg_x_position,avg_y_position,x_spread,y_spread,lateral_balance,center_ratio,forward_ratio,backward_ratio,lateral_ratio,short_pass_ratio,long_pass_ratio,avg_possession_length,avg_tempo_seconds,under_pressure_ratio,cross_ratio,through_ball_ratio,switch_ratio,high_pass_ratio,ground_pass_ratio,progressive_pass_ratio,final_third_entry_ratio,left_usage_ratio,right_usage_ratio,center_usage_ratio,avg_score_diff,final_goal_diff,competition_world_cup,competition_domestic_league,season_end_year,set_piece_ratio,open_play_ratio,match_id,team_id,label,silver_confidence,split
0.6263736263736264,14,114,272,1.6923076923076925,1.252747252747253,0.2623590414574356,0.26428571428571423,0.06729624542124542,0.39673957693300177,0.10383888107313091,0.01837595473166025,0.8287252430109575,0.7368421052631579,65.80199991742788,42.09488467591878,19.334597761755493,16.7419849753059,0.21428571428571427,0.07142857142857142,0.39705882352941174,0.34558823529411764,0.25735294117647056,0.1801470588235294,0.3713235294117647,3.3009708737864076,2.5823529411764707,0.25,0.0,0.0,0.026470588235294117,0.3382352941176471,0.55,0.34705882352941175,0.14411764705882352,0.3088235294117647,0.4176470588235294,0.27352941176470585,1.6294117647058823,5.0,1.0,0.0,2018.0,0.46176470588235297,0.538235294117647,7525,796,DIRECT_PLAY,1.8010793832095944,train
0.5705128205128205,13,89,363,1.5833333333333333,1.141025641025641,0.45454097182655995,0.25574494949494947,0.09025349650349651,0.47895531963328564,0.1294983088358334,0.037969919223751564,0.7756132756132756,0.8089887640449438,63.00617890890287,43.54453878473472,21.639520087160026,18.70212710530249,0.07692307692307693,0.46153846153846156,0.44352617079889806,0.3526170798898072,0.20385674931129477,0.10192837465564739,0.3939393939393939,4.612244897959184,2.524336283185841,0.21017699115044247,0.00663716814159292,0.0,0.024336283185840708,0.17699115044247787,0.7566371681415929,0.31194690265486724,0.10619469026548672,0.3163716814159292,0.3407079646017699,0.3429203539823009,-0.49557522123893805,0.0,1.0,0.0,2018.0,0.37168141592920356,0.6283185840707964,7533,773,CENTRAL_BUILDUP,2.077817339985482,train
0.6208791208791209,14,113,521,1.7692307692307694,1.241758241758242,0.42913459757728867,0.3829059829059829,0.07709096459096458,0.48239386825805375,0.1287030152888114,0.03927266413137944,0.8310760667903525,0.8672566371681416,73.4837473295056,42.23525529640443,20.512666227785225,18.65019294822533,0.21428571428571427,0.21428571428571427,0.42418426103646834,0.3378119001919386,0.2380038387715931,0.15163147792706333,0.4126679462571977,6.153061224489796,2.94195688225539,0.2620232172470978,0.02155887230514096,0.0,0.03648424543946932,0.14925373134328357,0.7728026533996684,0.3250414593698176,0.13432835820895522,0.24543946932006633,0.5207296849087893,0.23383084577114432,-0.6683250414593698,-1.0,1.0,0.0,2018.0,0.3101160862354892,0.6898839137645107,7534,770,POSSESSION_RECYCLING,1.884395748970036,train
0.5439560439560439,14,99,247,1.8461538461538463,1.087912087912088,0.3698908281254249,0.2476953601953602,0.06821254142682713,0.42100047946300156,0.15205988427046216,0.03450315068887284,0.7523242630385488,0.8080808080808081,57.42755518893294,37.28167928444579,18.992038515671688,20.339349398380996,-0.14285714285714285,0.2857142857142857,0.4777327935222672,0.3603238866396761,0.16194331983805668,0.11336032388663968,0.3603238866396761,3.574712643678161,2.9485530546623795,0.2282958199356913,0.003215434083601286,0.00964630225080386,0.022508038585209004,0.2057877813504823,0.6881028938906752,0.40514469453376206,0.12861736334405144,0.45980707395498394,0.2282958199356913,0.3118971061093247,0.5498392282958199,1.0,1.0,0.0,2018.0,0.4565916398713826,0.5434083601286174,7534,794,DIRECT_PLAY,1.9886213974127793,train
0.4835164835164835,14,88,335,1.4615384615384617,0.9670329670329669,0.35574536387337685,0.25384615384615383,0.10784493284493282,0.3900671222352512,0.1390174751048541,0.039235376399133375,0.7350855493712636,0.6818181818181818,62.55585382181918,42.420524456030094,20.23374508215385,18.153694433833714,0.07142857142857142,0.21428571428571427,0.5343283582089552,0.33432835820895523,0.13134328358208955,0.0955223880597015,0.3044776119402985,4.208791208791209,2.89556135770235,0.10443864229765012,0.005221932114882507,0.0,0.018276762402088774,0.18798955613577023,0.7075718015665796,0.3368146214099217,0.13577023498694518,0.31592689295039167,0.391644908616188,0.2924281984334203,0.2584856396866841,1.0,1.0,0.0,2018.0,0.3968668407310705,0.6031331592689295,7535,786,DIRECT_PLAY,1.9450894695889043,train
0.6428571428571429,14,117,376,1.8461538461538463,1.2857142857142858,0.3565929832876473,0.19647435897435894,0.07225656288156289,0.4202920963495498,0.13093980245266082,0.032940563043749635,0.836994354851498,0.8034188034188035,63.4476287326037,35.95665126730133,18.858671590143455,16.279182190705782,-0.14285714285714285,0.5714285714285714,0.3962765957446808,0.32978723404255317,0.27393617021276595,0.2393617021276596,0.31382978723404253,4.5,2.928240740740741,0.1412037037037037,0.009259259259259259,0.0,0.03009259259259259,0.2523148148148148,0.6597222222222222,0.31712962962962965,0.1087962962962963,0.37037037037037035,0.30092592592592593,0.3287037037037037,-0.5439814814814815,-1.0,1.0,0.0,2018.0,0.3888888888888889,0.6111111111111112,7535,795,CENTRAL_BUILDUP,2.3068095925238787,train
0.7307692307692307,13,114,484,1.8333333333333333,1.4615384615384615,0.34064949373298525,0.20963804713804715,0.0732970732970733,0.38413291655341175,0.12443709638329052,0.03219100508927272,0.8903318903318904,0.8421052631578947,67.39471968877707,40.065534318419665,20.38911530009207,16.987082850037147,0.0,0.5384615384615384,0.4359504132231405,0.34710743801652894,0.21694214876033058,0.10330578512396695,0.38636363636363635,5.273584905660377,2.6118067978533093,0.2182468694096601,0.008944543828264758,0.0,0.03577817531305903,0.19141323792486584,0.7316636851520573,0.3023255813953488,0.11627906976744186,0.4007155635062612,0.3416815742397138,0.25760286225402507,0.22182468694096602,1.0,1.0,0.0,2018.0,0.5152057245080501,0.4847942754919499,7537,768,CENTRAL_BUILDUP,2.248486913603193,train
0.6153846153846154,14,112,530,1.8461538461538463,1.2307692307692306,0.39545174099882596,0.41100427350427343,0.0855006105006105,0.6274799816392103,0.1292982816077466,0.03277395704947625,0.8264533085961657,0.8571428571428571,69.1129249548277,45.51120624014411,21.070649449721873,20.39006880750481,0.14285714285714285,0.14285714285714285,0.45849056603773586,0.37358490566037733,0.16792452830188678,0.21132075471698114,0.29245283018867924,6.633333333333334,2.819095477386935,0.11557788944723618,0.0033500837520938024,0.0,0.011725293132328308,0.10217755443886097,0.847571189279732,0.25795644891122277,0.10720268006700168,0.2948073701842546,0.3500837520938023,0.35510887772194305,0.509212730318258,1.0,1.0,0.0,2018.0,0.45226130653266333,0.5477386934673367,7541,778,POSSESSION_RECYCLING,1.9263083499257294,train
0.6483516483516484,14,118,719,1.8461538461538463,1.296703296703297,0.4330562746206161,0.253495115995116,0.08998124890982036,0.413044381289311,0.13802649315491178,0.03780887112775333,0.8519635126777985,0.8813559322033898,68.97331122007095,43.39773502213086,19.38818609977843,19.472724818714653,0.0,0.14285714285714285,0.49791376912378305,0.36995827538247567,0.13212795549374132,0.17941585535465926,0.29763560500695413,8.070707070707071,2.444305381727159,0.2503128911138924,0.0050062578222778474,0.0012515644555694619,0.025031289111389236,0.07634543178973717,0.8397997496871089,0.23153942428035043,0.07133917396745933,0.4030037546933667,0.3241551939924906,0.2728410513141427,0.3979974968710889,1.0,1.0,0.0,2018.0,0.4380475594493116,0.5619524405506884,7543,772,POSSESSION_RECYCLING,2.0388406231015472,train
0.46153846153846156,14,84,158,1.4615384615384617,0.9230769230769231,0.3440104580768908,0.1407051282051282,0.06687271062271062,0.40966890008314194,0.11292134829372175,0.02888124986260103,0.7207431457431458,0.6428571428571429,50.94510491397516,38.572913974202116,16.173856170803294,20.434368103315766,0.0,0.14285714285714285,0.4430379746835443,0.3227848101265823,0.23417721518987342,0.17721518987341772,0.31645569620253167,3.013333333333333,2.6238938053097347,0.22123893805309736,0.017699115044247787,0.0,0.05309734513274336,0.38495575221238937,0.5398230088495575,0.4336283185840708,0.16371681415929204,0.37168141592920356,0.33185840707964603,0.2964601769911504,-0.5530973451327433,-1.0,1.0,0.0,2018.0,0.5221238938053098,0.4778761061946903,7543,797,DIRECT_PLAY,2.0164890033979312,train
